 T =  300.0 K
 Configuration with maximum probability:            2
 Configuration with minimum probability:         2853

         m  omega(m)         Sd(m)      ene(m)       Ed(m)        p(m)
      1088        12  0.214133E-03  -7727.2139  -7727.2781      0.0000
      1089        12  0.214133E-03  -7727.1885  -7727.2527      0.0000
      1090        12  0.214133E-03  -7726.6855  -7726.7498      0.0000
      1091        12  0.214133E-03  -7727.2092  -7727.2734      0.0000
      1092        12  0.214133E-03  -7727.1827  -7727.2469      0.0000
      1093        12  0.214133E-03  -7726.5552  -7726.6195      0.0000
      1094        12  0.214133E-03  -7727.1606  -7727.2248      0.0000
      1095        12  0.214133E-03  -7726.6039  -7726.6681      0.0000
      1096        12  0.214133E-03  -7726.9602  -7727.0245      0.0000
      1097        12  0.214133E-03  -7727.1634  -7727.2277      0.0000
      1098        12  0.214133E-03  -7726.6763  -7726.7405      0.0000
      1099        12  0.214133E-03  -7727.1756  -7727.2398      0.0000
      1100        12  0.214133E-03  -7726.5760  -7726.6402      0.0000
      1101        12  0.214133E-03  -7726.6782  -7726.7424      0.0000
      1102        12  0.214133E-03  -7726.7192  -7726.7834      0.0000
      1103        12  0.214133E-03  -7726.6508  -7726.7151      0.0000
      1104        12  0.214133E-03  -7726.6829  -7726.7472      0.0000
      1105        12  0.214133E-03  -7726.6663  -7726.7305      0.0000
      1106        12  0.214133E-03  -7726.6798  -7726.7440      0.0000
      1107        12  0.214133E-03  -7726.6276  -7726.6918      0.0000
      1108        12  0.214133E-03  -7726.5981  -7726.6623      0.0000
      1109        12  0.214133E-03  -7726.6748  -7726.7391      0.0000
      1110        12  0.214133E-03  -7726.6761  -7726.7403      0.0000
      1111        12  0.214133E-03  -7726.6696  -7726.7338      0.0000
      1112        12  0.214133E-03  -7727.2471  -7727.3114      0.0000
      1113        12  0.214133E-03  -7726.7100  -7726.7742      0.0000
      1114        12  0.214133E-03  -7727.1855  -7727.2497      0.0000
      1115        12  0.214133E-03  -7727.1936  -7727.2578      0.0000
      1116        12  0.214133E-03  -7727.2659  -7727.3302      0.0000
      1117        12  0.214133E-03  -7726.5765  -7726.6408      0.0000
      1118        12  0.214133E-03  -7727.0002  -7727.0645      0.0000
      1119        12  0.214133E-03  -7726.6329  -7726.6971      0.0000
      1120        12  0.214133E-03  -7727.2133  -7727.2775      0.0000
      1121        12  0.214133E-03  -7727.2406  -7727.3049      0.0000
      1122        12  0.214133E-03  -7727.1596  -7727.2239      0.0000
      1123        12  0.214133E-03  -7726.6921  -7726.7563      0.0000
      1124        12  0.214133E-03  -7726.6072  -7726.6714      0.0000
      1125        12  0.214133E-03  -7726.7396  -7726.8038      0.0000
      1126        12  0.214133E-03  -7726.7203  -7726.7845      0.0000
      1127        12  0.214133E-03  -7726.7379  -7726.8022      0.0000
      1128        12  0.214133E-03  -7726.6867  -7726.7509      0.0000
      1129        12  0.214133E-03  -7726.6714  -7726.7356      0.0000
      1130        12  0.214133E-03  -7726.6372  -7726.7014      0.0000
      1131        12  0.214133E-03  -7726.6438  -7726.7080      0.0000
      1132        12  0.214133E-03  -7726.7140  -7726.7783      0.0000
      1133        12  0.214133E-03  -7726.7085  -7726.7727      0.0000
      1134        12  0.214133E-03  -7726.7000  -7726.7642      0.0000
      1135        12  0.214133E-03  -7726.7097  -7726.7739      0.0000
      1136        12  0.214133E-03  -7727.1325  -7727.1967      0.0000
      1137        12  0.214133E-03  -7727.1084  -7727.1726      0.0000
      1138        12  0.214133E-03  -7727.1729  -7727.2371      0.0000
      1139        12  0.214133E-03  -7727.1485  -7727.2127      0.0000
      1140        12  0.214133E-03  -7726.6765  -7726.7408      0.0000
      1141        12  0.214133E-03  -7727.1565  -7727.2207      0.0000
      1142        12  0.214133E-03  -7726.5674  -7726.6317      0.0000
      1143        12  0.214133E-03  -7727.1181  -7727.1823      0.0000
      1144        12  0.214133E-03  -7726.4757  -7726.5399      0.0000
      1145        12  0.214133E-03  -7727.1327  -7727.1969      0.0000
      1146        12  0.214133E-03  -7727.0974  -7727.1616      0.0000
      1147        12  0.214133E-03  -7726.4390  -7726.5032      0.0000
      1148        12  0.214133E-03  -7726.6452  -7726.7094      0.0000
      1149        12  0.214133E-03  -7726.6356  -7726.6998      0.0000
      1150        12  0.214133E-03  -7726.6368  -7726.7010      0.0000
      1151        12  0.214133E-03  -7726.6752  -7726.7395      0.0000
      1152        12  0.214133E-03  -7726.6272  -7726.6914      0.0000
      1153        12  0.214133E-03  -7726.6368  -7726.7010      0.0000
      1154        12  0.214133E-03  -7726.5471  -7726.6113      0.0000
      1155        12  0.214133E-03  -7726.6458  -7726.7101      0.0000
      1156        12  0.214133E-03  -7726.6625  -7726.7267      0.0000
      1157        12  0.214133E-03  -7726.6242  -7726.6884      0.0000
      1158        12  0.214133E-03  -7726.6692  -7726.7334      0.0000
      1159        12  0.214133E-03  -7727.0741  -7727.1384      0.0000
      1160        12  0.214133E-03  -7727.1040  -7727.1683      0.0000
      1161        12  0.214133E-03  -7727.1657  -7727.2300      0.0000
      1162        12  0.214133E-03  -7726.6520  -7726.7162      0.0000
      1163        12  0.214133E-03  -7727.0967  -7727.1609      0.0000
      1164        12  0.214133E-03  -7726.5266  -7726.5908      0.0000
      1165        12  0.214133E-03  -7727.1228  -7727.1870      0.0000
      1166        12  0.214133E-03  -7727.1413  -7727.2055      0.0000
      1167        12  0.214133E-03  -7727.0539  -7727.1181      0.0000
      1168        12  0.214133E-03  -7726.5682  -7726.6324      0.0000
      1169        12  0.214133E-03  -7726.4842  -7726.5485      0.0000
      1170        12  0.214133E-03  -7726.4911  -7726.5554      0.0000
      1171        12  0.214133E-03  -7726.6266  -7726.6908      0.0000
      1172        12  0.214133E-03  -7726.6141  -7726.6784      0.0000
      1173        12  0.214133E-03  -7726.5834  -7726.6476      0.0000
      1174        12  0.214133E-03  -7726.6555  -7726.7198      0.0000
      1175        12  0.214133E-03  -7726.5869  -7726.6511      0.0000
      1176        12  0.214133E-03  -7726.5525  -7726.6167      0.0000
      1177        12  0.214133E-03  -7726.5981  -7726.6624      0.0000
      1178        12  0.214133E-03  -7726.5992  -7726.6634      0.0000
      1179        12  0.214133E-03  -7726.6355  -7726.6997      0.0000
      1180        12  0.214133E-03  -7726.6405  -7726.7047      0.0000
      1181        12  0.214133E-03  -7727.0671  -7727.1313      0.0000
      1182        12  0.214133E-03  -7727.0933  -7727.1575      0.0000
      1183        12  0.214133E-03  -7726.6193  -7726.6835      0.0000
      1184        12  0.214133E-03  -7727.0556  -7727.1198      0.0000
      1185        12  0.214133E-03  -7726.5044  -7726.5686      0.0000
      1186        12  0.214133E-03  -7727.0620  -7727.1262      0.0000
      1187        12  0.214133E-03  -7727.0629  -7727.1271      0.0000
      1188        12  0.214133E-03  -7726.5693  -7726.6335      0.0000
      1189        12  0.214133E-03  -7727.0760  -7727.1402      0.0000
      1190        12  0.214133E-03  -7726.4793  -7726.5436      0.0000
      1191        12  0.214133E-03  -7726.5608  -7726.6250      0.0000
      1192        12  0.214133E-03  -7726.4699  -7726.5341      0.0000
      1193        12  0.214133E-03  -7726.6358  -7726.7000      0.0000
      1194        12  0.214133E-03  -7726.5608  -7726.6250      0.0000
      1195        12  0.214133E-03  -7726.5633  -7726.6276      0.0000
      1196        12  0.214133E-03  -7726.5912  -7726.6554      0.0000
      1197        12  0.214133E-03  -7726.5127  -7726.5769      0.0000
      1198        12  0.214133E-03  -7726.5434  -7726.6076      0.0000
      1199        12  0.214133E-03  -7726.6097  -7726.6739      0.0000
      1200        12  0.214133E-03  -7726.6062  -7726.6705      0.0000
      1201        12  0.214133E-03  -7726.5615  -7726.6257      0.0000
      1202        12  0.214133E-03  -7727.1276  -7727.1918      0.0000
      1203        12  0.214133E-03  -7726.6371  -7726.7014      0.0000
      1204        12  0.214133E-03  -7726.4726  -7726.5368      0.0000
      1205        12  0.214133E-03  -7726.5443  -7726.6085      0.0000
      1206        12  0.214133E-03  -7727.0780  -7727.1422      0.0000
      1207        12  0.214133E-03  -7727.1402  -7727.2044      0.0000
      1208        12  0.214133E-03  -7727.0771  -7727.1413      0.0000
      1209        12  0.214133E-03  -7727.0692  -7727.1335      0.0000
      1210        12  0.214133E-03  -7726.4956  -7726.5598      0.0000
      1211        12  0.214133E-03  -7726.6584  -7726.7226      0.0000
      1212        12  0.214133E-03  -7726.6159  -7726.6802      0.0000
      1213        12  0.214133E-03  -7726.4988  -7726.5631      0.0000
      1214        12  0.214133E-03  -7726.6011  -7726.6653      0.0000
      1215        12  0.214133E-03  -7726.5914  -7726.6557      0.0000
      1216        12  0.214133E-03  -7726.6428  -7726.7070      0.0000
      1217        12  0.214133E-03  -7726.5361  -7726.6004      0.0000
      1218        12  0.214133E-03  -7726.6370  -7726.7012      0.0000
      1219        12  0.214133E-03  -7726.6064  -7726.6706      0.0000
      1220        12  0.214133E-03  -7726.5790  -7726.6432      0.0000
      1221        12  0.214133E-03  -7726.6149  -7726.6792      0.0000
      1222        12  0.214133E-03  -7726.6695  -7726.7337      0.0000
      1223        12  0.214133E-03  -7727.1503  -7727.2145      0.0000
      1224        12  0.214133E-03  -7726.5504  -7726.6147      0.0000
      1225        12  0.214133E-03  -7726.4705  -7726.5347      0.0000
      1226        12  0.214133E-03  -7727.1335  -7727.1978      0.0000
      1227        12  0.214133E-03  -7727.0793  -7727.1436      0.0000
      1228        12  0.214133E-03  -7727.1237  -7727.1879      0.0000
      1229        12  0.214133E-03  -7726.5115  -7726.5758      0.0000
      1230        12  0.214133E-03  -7726.6162  -7726.6805      0.0000
      1231        12  0.214133E-03  -7726.6919  -7726.7561      0.0000
      1232        12  0.214133E-03  -7726.6239  -7726.6881      0.0000
      1233        12  0.214133E-03  -7726.4957  -7726.5600      0.0000
      1234        12  0.214133E-03  -7726.6332  -7726.6975      0.0000
      1235        12  0.214133E-03  -7726.6229  -7726.6871      0.0000
      1236        12  0.214133E-03  -7726.5964  -7726.6606      0.0000
      1237        12  0.214133E-03  -7726.6503  -7726.7146      0.0000
      1238        12  0.214133E-03  -7726.6019  -7726.6661      0.0000
      1239        12  0.214133E-03  -7726.6354  -7726.6997      0.0000
      1240        12  0.214133E-03  -7726.6209  -7726.6852      0.0000
      1241        12  0.214133E-03  -7726.6652  -7726.7294      0.0000
      1242        12  0.214133E-03  -7726.0587  -7726.1229      0.0000
      1243        12  0.214133E-03  -7726.6651  -7726.7294      0.0000
      1244        12  0.214133E-03  -7726.6713  -7726.7355      0.0000
      1245        12  0.214133E-03  -7726.6307  -7726.6950      0.0000
      1246        12  0.214133E-03  -7726.6374  -7726.7016      0.0000
      1247        12  0.214133E-03  -7725.9199  -7725.9841      0.0000
      1248        12  0.214133E-03  -7726.1321  -7726.1964      0.0000
      1249        12  0.214133E-03  -7726.1505  -7726.2147      0.0000
      1250        12  0.214133E-03  -7726.1544  -7726.2186      0.0000
      1251        12  0.214133E-03  -7726.1207  -7726.1849      0.0000
      1252        12  0.214133E-03  -7725.8241  -7725.8883      0.0000
      1253        12  0.214133E-03  -7726.1607  -7726.2249      0.0000
      1254        12  0.214133E-03  -7725.9345  -7725.9988      0.0000
      1255        12  0.214133E-03  -7726.1384  -7726.2026      0.0000
      1256        12  0.214133E-03  -7726.1544  -7726.2186      0.0000
      1257        12  0.214133E-03  -7726.1422  -7726.2064      0.0000
      1258        12  0.214133E-03  -7725.9308  -7725.9950      0.0000
      1259        12  0.214133E-03  -7726.5565  -7726.6207      0.0000
      1260        12  0.214133E-03  -7727.1351  -7727.1993      0.0000
      1261        12  0.214133E-03  -7727.1886  -7727.2529      0.0000
      1262        12  0.214133E-03  -7727.1104  -7727.1746      0.0000
      1263        12  0.214133E-03  -7727.1086  -7727.1729      0.0000
      1264        12  0.214133E-03  -7726.5102  -7726.5745      0.0000
      1265        12  0.214133E-03  -7726.5877  -7726.6520      0.0000
      1266        12  0.214133E-03  -7726.6424  -7726.7067      0.0000
      1267        12  0.214133E-03  -7726.6559  -7726.7202      0.0000
      1268        12  0.214133E-03  -7726.5933  -7726.6575      0.0000
      1269        12  0.214133E-03  -7726.6509  -7726.7152      0.0000
      1270        12  0.214133E-03  -7726.5211  -7726.5853      0.0000
      1271        12  0.214133E-03  -7726.5770  -7726.6413      0.0000
      1272        12  0.214133E-03  -7726.6121  -7726.6763      0.0000
      1273        12  0.214133E-03  -7726.6247  -7726.6889      0.0000
      1274        12  0.214133E-03  -7726.6792  -7726.7434      0.0000
      1275        12  0.214133E-03  -7726.6286  -7726.6929      0.0000
      1276        12  0.214133E-03  -7726.5375  -7726.6018      0.0000
      1277        12  0.214133E-03  -7726.5776  -7726.6419      0.0000
      1278        12  0.214133E-03  -7726.5315  -7726.5958      0.0000
      1279        12  0.214133E-03  -7726.5266  -7726.5908      0.0000
      1280        12  0.214133E-03  -7725.8125  -7725.8767      0.0000
      1281        12  0.214133E-03  -7726.0369  -7726.1012      0.0000
      1282        12  0.214133E-03  -7726.0394  -7726.1037      0.0000
      1283        12  0.214133E-03  -7726.0351  -7726.0993      0.0000
      1284        12  0.214133E-03  -7726.0320  -7726.0962      0.0000
      1285        12  0.214133E-03  -7725.9465  -7726.0107      0.0000
      1286        12  0.214133E-03  -7726.0322  -7726.0965      0.0000
      1287        12  0.214133E-03  -7725.7732  -7725.8374      0.0000
      1288        12  0.214133E-03  -7726.0390  -7726.1032      0.0000
      1289        12  0.214133E-03  -7726.0272  -7726.0915      0.0000
